;approval;gender;usia; pinjaman;tenor;pemasukan;tanggungan;pekerjaan
8570;Y;F;95;500000;12;2500000;5;Wirausaha
8571;Y;M;53;2500000;4;2500000;5;Pedagang
8572;N;F;94;2000000;6;1800000;3;Guru/Dosen
8573;N;M;38;1400000;5;4500000;1;Buruh
8574;Y;F;62;1200000;10;4800000;2;Pedagang
8575;N;M;96;1200000;16;3000000;3;Buruh
8576;Y;M;97;1200000;20;4500000;2;Pedagang
8577;N;M;89;1800000;4;1500000;1;Guru/Dosen
8578;Y;M;95;2000000;10;2300000;4;Pedagang
8579;Y;M;96;500000;4;4800000;1;Pedagang
8580;Y;M;60;1200000;10;4800000;0;Buruh
8581;Y;F;54;1400000;10;4800000;2;Pedagang
8582;Y;M;77;3000000;8;4800000;3;Wirausaha
8583;N;F;61;700000;20;1500000;1;Pekerja Lepas
8584;N;M;41;1600000;16;4000000;4;Buruh
8585;N;M;47;500000;3;1800000;4;Pedagang
8586;Y;M;21;3000000;4;3000000;1;Pedagang
8587;Y;M;92;500000;3;4400000;2;Pedagang
8588;Y;F;23;2000000;10;4500000;2;Pedagang
8589;Y;M;54;1200000;4;4400000;1;Wirausaha
8590;Y;M;30;500000;10;2500000;0;Wirausaha
8591;N;M;28;2500000;20;1800000;4;Wirausaha
8592;N;M;82;1200000;3;1800000;2;Pekerja Lepas
8593;N;M;57;2000000;4;2000000;5;Pedagang
8594;Y;F;89;1200000;16;4500000;4;Pekerja Lepas
8595;N;M;89;1200000;12;3500000;2;Buruh
8596;N;F;75;1600000;16;1200000;0;Pedagang
8597;Y;F;76;1500000;4;4600000;2;Pedagang
8598;Y;M;58;1800000;5;4500000;0;Pekerja Lepas
8599;N;F;30;2000000;4;1800000;1;Buruh
8600;Y;F;51;1900000;16;3500000;1;Buruh
8601;N;M;92;1400000;20;2000000;0;Pekerja Lepas
8602;N;M;52;1200000;20;1200000;2;Pedagang
8603;N;M;46;700000;12;1200000;3;Guru/Dosen
8604;N;M;99;1500000;16;1500000;2;Buruh
8605;N;M;81;700000;4;1500000;5;Pedagang
8606;N;M;95;1000000;8;2000000;2;Wirausaha
8607;Y;M;92;500000;10;4600000;2;Pedagang
8608;Y;F;89;1200000;20;2300000;3;Pedagang
8609;Y;M;25;500000;6;4500000;5;Pedagang
8610;N;F;91;500000;20;5000000;3;Buruh
8611;Y;M;28;1800000;10;4400000;5;Wirausaha
8612;N;M;91;1200000;20;3000000;5;Buruh
8613;N;M;78;1800000;20;4400000;3;Guru/Dosen
8614;Y;M;20;1500000;12;4000000;3;Pekerja Lepas
8615;N;F;36;500000;6;1200000;4;Guru/Dosen
8616;N;M;52;1000000;6;1200000;3;Pedagang
8617;Y;M;54;1200000;3;5000000;0;Pekerja Lepas
8618;N;M;53;2500000;12;1500000;2;Pedagang
8619;N;M;93;1200000;5;1800000;3;Guru/Dosen
8620;N;M;40;1400000;4;3000000;1;Guru/Dosen
8621;Y;M;58;2000000;10;5000000;4;Wirausaha
8622;Y;F;45;1600000;4;4500000;3;Pedagang
8623;Y;M;69;1900000;10;5000000;2;Pedagang
8624;Y;F;65;1500000;10;2500000;2;Wirausaha
8625;N;M;88;1000000;12;2000000;2;Pedagang
8626;Y;M;80;1200000;6;4800000;0;Pedagang
8627;N;M;64;700000;5;3500000;0;Guru/Dosen
8628;Y;M;56;1800000;20;4600000;2;Pekerja Lepas
8629;N;F;57;1200000;12;4400000;2;Buruh
8630;N;M;57;1500000;10;3500000;4;Buruh
8631;Y;F;30;2500000;6;4400000;1;Wirausaha
8632;N;M;73;2500000;8;5000000;5;Guru/Dosen
8633;Y;M;23;2500000;10;3000000;3;Pedagang
8634;Y;M;79;1200000;16;4400000;5;Wirausaha
8635;N;M;65;3000000;6;3000000;2;Buruh
8636;Y;M;96;1200000;20;4600000;2;Pedagang
8637;N;F;22;1200000;16;1200000;3;Buruh
8638;N;M;70;2000000;12;4400000;2;Guru/Dosen
8639;N;M;65;2000000;5;2300000;4;Guru/Dosen
8640;Y;M;98;1800000;20;3000000;4;Pedagang
8641;N;F;88;1600000;10;4800000;4;Guru/Dosen
8642;Y;M;40;700000;4;4400000;2;Pedagang
8643;Y;M;89;500000;6;5000000;4;Pedagang
8644;Y;M;20;1200000;12;4800000;2;Pekerja Lepas
8645;N;M;48;1000000;20;4000000;4;Guru/Dosen
8646;N;F;45;500000;12;2000000;3;Buruh
8647;N;M;39;1900000;10;5000000;2;Buruh
8648;Y;M;54;1200000;4;4800000;0;Buruh
8649;N;M;33;1200000;4;1200000;1;Pedagang
8650;Y;F;38;1200000;16;4400000;0;Guru/Dosen
8651;N;M;39;1500000;10;1500000;2;Buruh
8652;Y;M;84;1400000;10;3500000;3;Pedagang
8653;N;F;61;1200000;16;1200000;5;Buruh
8654;Y;M;60;1000000;10;4400000;4;Pekerja Lepas
8655;N;M;36;3000000;4;1500000;3;Wirausaha
8656;N;M;38;1600000;20;1500000;5;Buruh
8657;Y;M;51;2000000;16;4600000;1;Buruh
8658;N;M;59;700000;10;2000000;3;Pedagang
8659;N;M;50;2000000;10;1500000;0;Guru/Dosen
8660;N;M;95;1200000;5;3500000;2;Guru/Dosen
8661;Y;M;85;1200000;12;4400000;0;Pedagang
8662;Y;M;87;500000;4;4500000;2;Pedagang
8663;N;M;48;2500000;20;5000000;4;Guru/Dosen
8664;N;F;74;1800000;10;1800000;3;Pedagang
8665;Y;M;27;1400000;20;4400000;0;Buruh
8666;N;F;97;1800000;6;5000000;2;Guru/Dosen
8667;N;M;69;1200000;4;2000000;3;Pekerja Lepas
8668;N;M;52;1000000;4;2300000;3;Guru/Dosen
8669;N;F;53;500000;3;2000000;1;Pekerja Lepas
8670;Y;M;97;1900000;10;2300000;0;Pedagang
8671;N;M;63;1200000;16;4800000;3;Buruh
8672;N;F;93;3000000;5;4400000;0;Guru/Dosen
8673;N;M;47;1200000;12;1800000;4;Buruh
8674;Y;F;69;1200000;16;2300000;1;Pedagang
8675;Y;M;73;1800000;6;4400000;2;Pedagang
8676;N;F;89;1200000;16;1800000;4;Wirausaha
8677;Y;M;81;2500000;8;4800000;0;Pedagang
8678;Y;F;23;1200000;6;4000000;0;Wirausaha
8679;Y;F;42;1400000;5;4800000;1;Pedagang
8680;N;M;31;1400000;4;4500000;5;Guru/Dosen
8681;Y;M;33;1000000;6;4500000;4;Pedagang
8682;N;M;28;500000;10;1500000;5;Wirausaha
8683;Y;M;71;2000000;20;4000000;1;Pedagang
8684;Y;M;70;1500000;12;4600000;5;Pekerja Lepas
8685;Y;F;48;1500000;4;2500000;1;Pedagang
8686;Y;F;93;1500000;20;5000000;2;Pedagang
8687;Y;F;72;500000;4;4600000;1;Pedagang
8688;N;M;45;1200000;4;4500000;4;Guru/Dosen
8689;N;F;65;1200000;4;4800000;1;Buruh
8690;N;F;67;2000000;5;4000000;1;Buruh
8691;Y;M;62;1600000;4;2300000;1;Pedagang
8692;N;M;92;1800000;20;2500000;3;Guru/Dosen
8693;N;M;22;1600000;10;1800000;1;Pedagang
8694;Y;F;55;2500000;5;4800000;3;Pedagang
8695;N;F;85;1200000;5;1800000;0;Pekerja Lepas
8696;Y;F;28;3000000;16;4500000;2;Pedagang
8697;Y;M;42;500000;5;2300000;1;Pedagang
8698;N;M;25;1900000;20;2000000;3;Buruh
8699;N;M;21;1500000;6;2000000;0;Pedagang
8700;N;M;84;1200000;10;4400000;4;Buruh
8701;N;F;67;3000000;10;1500000;3;Pedagang
8702;Y;M;25;500000;6;4600000;0;Buruh
8703;Y;M;97;1800000;6;4500000;5;Pedagang
8704;N;F;57;1600000;5;2300000;1;Guru/Dosen
8705;Y;M;23;500000;10;4800000;5;Pekerja Lepas
8706;N;F;100;1000000;8;1200000;5;Guru/Dosen
8707;N;M;65;700000;8;3500000;1;Guru/Dosen
8708;N;F;100;1200000;10;2300000;1;Buruh
8709;N;M;85;3000000;4;4800000;1;Buruh
8710;Y;M;28;1200000;16;4600000;1;Wirausaha
8711;N;M;86;500000;10;5000000;4;Buruh
8712;N;M;66;2500000;4;1200000;2;Wirausaha
8713;Y;M;73;1000000;4;2500000;0;Wirausaha
8714;N;F;89;1200000;4;2300000;1;Buruh
8715;Y;F;65;3000000;20;2500000;3;Pekerja Lepas
8716;N;M;53;1400000;4;2000000;3;Guru/Dosen
8717;Y;F;36;1900000;6;4800000;3;Pekerja Lepas
8718;N;M;35;1200000;20;2000000;4;Pedagang
8719;N;M;66;1200000;4;2000000;3;Pedagang
8720;Y;F;39;3000000;8;4500000;4;Wirausaha
8721;N;F;94;1500000;4;3000000;5;Buruh
8722;Y;M;86;1000000;10;4400000;1;Pedagang
8723;N;M;23;1200000;5;3000000;4;Buruh
8724;Y;F;38;1200000;8;4000000;5;Pekerja Lepas
8725;N;M;33;700000;8;1800000;2;Wirausaha
8726;N;F;63;500000;4;4000000;3;Buruh
8727;Y;M;80;1900000;4;2300000;3;Pedagang
8728;N;M;77;700000;3;1500000;1;Buruh
8729;N;M;55;3000000;8;1200000;1;Guru/Dosen
8730;N;M;20;500000;3;1200000;2;Guru/Dosen
8731;N;M;98;500000;4;1200000;0;Guru/Dosen
8732;Y;M;75;1500000;6;4400000;0;Wirausaha
8733;N;M;64;1200000;16;2000000;2;Guru/Dosen
8734;Y;F;23;2000000;4;4500000;1;Pedagang
8735;N;M;33;3000000;5;4000000;1;Buruh
8736;Y;M;100;3000000;4;2500000;1;Wirausaha
8737;N;F;66;2500000;4;2300000;2;Guru/Dosen
8738;Y;F;37;2000000;8;4800000;1;Guru/Dosen
8739;N;M;49;1000000;10;1500000;1;Buruh
8740;N;F;64;700000;3;4400000;3;Guru/Dosen
8741;N;F;25;700000;5;2500000;4;Guru/Dosen
8742;Y;F;93;1200000;4;4400000;4;Pekerja Lepas
8743;Y;M;84;1900000;16;4600000;5;Pekerja Lepas
8744;N;F;41;1900000;4;4500000;2;Buruh
8745;N;M;36;1800000;8;2500000;2;Buruh
8746;Y;M;56;3000000;5;5000000;0;Buruh
8747;Y;M;63;1400000;8;4400000;0;Guru/Dosen
8748;N;M;76;1800000;10;1800000;5;Pedagang
8749;Y;M;54;1800000;10;5000000;2;Wirausaha
8750;N;F;21;2000000;12;1800000;4;Pekerja Lepas
8751;Y;F;31;1600000;12;4000000;1;Pedagang
8752;N;M;85;1800000;4;1800000;2;Wirausaha
8753;Y;M;84;1400000;12;5000000;4;Pedagang
8754;Y;F;87;1200000;10;3500000;1;Pedagang
8755;N;M;37;2500000;5;4600000;2;Guru/Dosen
8756;N;M;58;1500000;5;4000000;2;Buruh
8757;Y;M;29;1200000;10;2300000;2;Wirausaha
8758;Y;M;93;1200000;12;4000000;3;Wirausaha
8759;N;M;82;1200000;4;4800000;4;Guru/Dosen
8760;Y;M;26;2500000;20;4500000;4;Pedagang
8761;N;F;92;500000;8;1800000;4;Buruh
8762;N;M;82;2500000;16;2000000;3;Pedagang
8763;N;M;91;1200000;3;4500000;1;Buruh
8764;N;M;100;2500000;10;3000000;2;Guru/Dosen
8765;Y;F;66;2000000;16;4000000;1;Pedagang
8766;Y;M;60;1800000;10;5000000;1;Pekerja Lepas
8767;Y;F;50;500000;10;4600000;0;Guru/Dosen
8768;Y;F;41;700000;8;4500000;1;Pedagang
8769;Y;M;80;1800000;20;3000000;0;Pedagang
8770;Y;M;84;1400000;6;4000000;1;Pedagang
8771;Y;F;21;1400000;4;2500000;0;Guru/Dosen
8772;N;M;100;500000;10;1200000;3;Buruh
8773;N;F;64;2500000;12;1200000;5;Pekerja Lepas
8774;N;M;45;500000;4;1800000;5;Pedagang
8775;Y;M;93;2000000;20;4600000;4;Pedagang
8776;Y;F;72;500000;3;4500000;5;Pekerja Lepas
8777;N;M;44;1200000;10;3000000;0;Buruh
8778;N;M;68;500000;8;4800000;1;Buruh
8779;Y;M;68;1200000;8;2300000;3;Wirausaha
8780;N;F;59;500000;20;2500000;3;Guru/Dosen
8781;N;F;49;1500000;6;4600000;4;Buruh
8782;Y;M;48;1200000;20;4800000;0;Guru/Dosen
8783;Y;M;96;1500000;6;4500000;4;Pekerja Lepas
8784;Y;F;47;700000;12;3500000;2;Wirausaha
8785;N;M;62;1200000;12;1200000;2;Buruh
8786;N;F;79;500000;4;1500000;3;Pedagang
8787;Y;F;54;1200000;4;4400000;5;Wirausaha
8788;Y;M;49;1400000;8;3000000;2;Pekerja Lepas
8789;N;F;42;1600000;6;3500000;2;Buruh
8790;Y;M;26;2000000;10;3000000;4;Pekerja Lepas
8791;N;F;57;1400000;10;1500000;1;Wirausaha
8792;N;M;94;2500000;16;2000000;5;Wirausaha
8793;N;M;90;500000;6;4600000;1;Buruh
8794;N;M;99;1500000;3;4400000;2;Guru/Dosen
8795;N;M;36;1600000;3;1200000;1;Pekerja Lepas
8796;Y;F;32;500000;20;3500000;0;Pedagang
8797;Y;M;81;1200000;3;4000000;4;Wirausaha
8798;Y;M;62;3000000;4;2500000;3;Wirausaha
8799;N;M;84;3000000;4;1200000;1;Pedagang
8800;N;F;84;500000;6;4400000;2;Buruh
8801;N;M;39;1200000;6;2300000;2;Guru/Dosen
8802;Y;M;56;1400000;4;4600000;5;Pedagang
8803;N;M;45;2000000;10;1200000;0;Wirausaha
8804;Y;M;73;1200000;12;5000000;3;Pedagang
8805;Y;F;92;700000;10;2500000;2;Pedagang
8806;Y;M;20;1000000;12;2300000;0;Pedagang
8807;Y;F;41;1600000;5;4800000;1;Buruh
8808;Y;M;40;1500000;10;3500000;3;Pedagang
8809;N;M;40;1200000;6;1500000;5;Buruh
8810;N;M;35;1000000;20;1200000;4;Pekerja Lepas
8811;N;M;89;1200000;4;4800000;4;Guru/Dosen
8812;N;F;33;500000;8;1500000;3;Pedagang
8813;N;F;97;1900000;6;2300000;5;Guru/Dosen
8814;N;F;37;1000000;3;2500000;1;Guru/Dosen
8815;Y;M;90;1900000;4;2500000;5;Pedagang
8816;N;F;57;1200000;5;2000000;3;Buruh
8817;Y;M;99;1900000;10;4500000;4;Pedagang
8818;N;M;51;500000;3;1800000;1;Guru/Dosen
8819;N;M;29;1200000;12;1200000;3;Pedagang
8820;Y;F;22;700000;20;3500000;4;Pekerja Lepas
8821;Y;M;35;500000;3;4800000;4;Pedagang
8822;Y;M;75;2000000;8;4400000;1;Pekerja Lepas
8823;N;M;78;1500000;5;4600000;0;Guru/Dosen
8824;N;F;40;700000;20;1800000;3;Guru/Dosen
8825;Y;F;35;1400000;3;4000000;5;Pedagang
8826;Y;M;25;2000000;4;3000000;4;Pekerja Lepas
8827;N;F;39;2000000;3;2300000;1;Guru/Dosen
8828;Y;M;88;700000;4;4000000;1;Pedagang
8829;N;F;56;1200000;4;1800000;2;Buruh
8830;Y;M;62;2000000;16;3000000;1;Wirausaha
8831;Y;F;98;1600000;10;4000000;1;Pekerja Lepas
8832;Y;M;49;1200000;10;4500000;0;Pedagang
8833;Y;M;24;1200000;20;4400000;2;Pedagang
8834;N;M;83;500000;10;1200000;2;Pekerja Lepas
8835;N;M;91;1200000;16;2300000;1;Guru/Dosen
8836;N;F;90;1400000;4;2300000;2;Buruh
8837;N;F;44;1200000;4;1500000;3;Buruh
8838;Y;M;29;1500000;16;2300000;3;Pedagang
8839;N;F;73;500000;4;4500000;0;Buruh
8840;Y;M;98;1900000;16;4400000;0;Pedagang
8841;Y;M;56;2500000;10;5000000;4;Pedagang
8842;Y;M;74;1500000;12;4500000;4;Pekerja Lepas
8843;N;M;92;2000000;16;1200000;1;Wirausaha
8844;N;M;71;500000;4;1500000;2;Pedagang
8845;Y;M;91;1900000;6;4400000;1;Pedagang
8846;N;F;23;700000;16;1800000;1;Pedagang
8847;Y;M;46;1800000;12;2500000;4;Pedagang
8848;Y;M;57;500000;6;3000000;1;Pekerja Lepas
8849;N;F;24;1500000;16;2000000;1;Pedagang
8850;Y;M;26;1900000;3;3000000;2;Pekerja Lepas
8851;Y;M;40;1900000;4;4000000;4;Pekerja Lepas
8852;Y;M;54;1200000;10;4000000;5;Pekerja Lepas
8853;Y;M;37;1000000;6;4500000;1;Pedagang
8854;Y;M;27;1600000;4;4400000;5;Pekerja Lepas
8855;Y;F;27;2500000;10;5000000;5;Pekerja Lepas
8856;Y;M;77;1000000;4;3500000;2;Pedagang
8857;Y;M;95;1900000;20;4000000;1;Pekerja Lepas
8858;N;M;59;2000000;12;3000000;3;Guru/Dosen
8859;Y;M;64;700000;10;2300000;5;Pekerja Lepas
8860;N;M;75;1900000;10;2000000;4;Pedagang
8861;Y;M;47;1800000;10;4500000;0;Buruh
8862;Y;M;25;1500000;5;4400000;5;Pedagang
8863;N;M;86;1200000;20;2000000;5;Pedagang
8864;N;M;86;500000;12;5000000;0;Buruh
8865;N;F;84;1600000;6;1200000;3;Guru/Dosen
8866;N;F;57;1200000;4;2000000;5;Buruh
8867;N;M;22;2500000;20;4000000;5;Buruh
8868;N;M;97;500000;10;1800000;1;Pedagang
8869;N;M;84;1800000;20;2000000;5;Pedagang
8870;Y;F;37;2500000;5;3500000;4;Pedagang
8871;N;M;57;2000000;20;1500000;3;Wirausaha
8872;Y;M;66;1200000;10;2300000;5;Pedagang
8873;N;M;75;1900000;12;4600000;1;Buruh
8874;Y;M;59;1200000;8;5000000;2;Pekerja Lepas
8875;N;F;86;1800000;5;1200000;3;Guru/Dosen
8876;Y;M;24;1500000;4;4800000;3;Pedagang
8877;Y;M;33;1500000;12;4000000;5;Pekerja Lepas
8878;Y;M;46;1600000;4;4500000;0;Buruh
8879;Y;M;31;500000;12;2300000;5;Pedagang
8880;Y;M;58;1200000;10;4600000;1;Wirausaha
8881;N;M;77;700000;10;3000000;4;Buruh
8882;N;M;98;3000000;5;3500000;4;Buruh
8883;N;F;75;1000000;5;1800000;2;Wirausaha
8884;N;M;40;1200000;6;1800000;3;Pedagang
8885;Y;M;27;1200000;4;2500000;5;Pedagang
8886;N;M;20;1200000;4;4800000;5;Buruh
8887;N;M;94;1500000;8;1200000;5;Wirausaha
8888;Y;F;53;1800000;4;4000000;4;Pedagang
8889;Y;M;63;2000000;5;4000000;1;Pedagang
8890;Y;F;58;700000;4;4000000;3;Wirausaha
8891;Y;F;88;500000;4;4000000;3;Wirausaha
8892;N;F;83;2500000;8;1200000;5;Pekerja Lepas
8893;Y;F;85;1800000;6;4800000;2;Pedagang
8894;Y;F;21;500000;16;4600000;1;Pekerja Lepas
8895;N;M;99;500000;6;2500000;5;Buruh
8896;Y;M;42;500000;10;3000000;4;Pekerja Lepas
8897;N;M;91;700000;8;4500000;2;Buruh
8898;N;F;32;1200000;5;1200000;4;Buruh
8899;Y;M;99;1600000;10;2300000;4;Wirausaha
8900;N;F;85;500000;10;3500000;4;Buruh
8901;Y;M;88;500000;5;2300000;5;Wirausaha
8902;N;F;83;1900000;4;2000000;2;Pekerja Lepas
8903;Y;M;79;1500000;4;2500000;1;Pekerja Lepas
8904;N;F;41;1400000;4;4000000;3;Guru/Dosen
8905;N;M;56;1600000;4;1200000;3;Buruh
8906;Y;M;21;1200000;6;3500000;2;Wirausaha
8907;Y;M;92;1000000;3;3000000;2;Pekerja Lepas
8908;Y;M;25;1500000;12;2300000;0;Pedagang
8909;Y;M;99;2500000;8;4000000;0;Pekerja Lepas
8910;Y;M;68;1500000;3;4000000;4;Pedagang
8911;N;M;46;1200000;16;1200000;1;Buruh
8912;Y;F;50;1800000;20;4600000;2;Pedagang
8913;Y;M;48;1500000;20;2300000;1;Pekerja Lepas
8914;Y;M;92;1200000;4;4000000;1;Wirausaha
8915;N;M;44;3000000;16;4500000;5;Guru/Dosen
8916;N;F;39;2000000;10;1200000;3;Wirausaha
8917;N;F;21;2000000;10;4400000;5;Buruh
8918;Y;M;49;700000;20;3500000;4;Pedagang
8919;Y;M;32;500000;10;3000000;0;Pedagang
8920;N;M;61;1200000;8;4400000;1;Buruh
8921;N;M;66;1200000;4;4400000;3;Guru/Dosen
8922;N;F;46;3000000;10;2000000;0;Pedagang
8923;N;M;95;1200000;4;4600000;5;Guru/Dosen
8924;N;F;25;1400000;4;1500000;2;Pedagang
8925;Y;F;28;1600000;16;2300000;0;Pedagang
8926;Y;F;23;500000;16;2500000;2;Pedagang
8927;Y;F;56;1000000;8;4600000;5;Wirausaha
8928;Y;M;86;500000;4;4000000;5;Pedagang
8929;N;M;98;1200000;4;1200000;0;Buruh
8930;Y;F;84;1600000;16;5000000;3;Pedagang
8931;Y;M;87;1200000;4;2500000;3;Wirausaha
8932;N;M;41;1200000;20;2000000;3;Guru/Dosen
8933;Y;M;74;1800000;4;4600000;0;Pekerja Lepas
8934;N;F;95;1400000;20;1500000;1;Pekerja Lepas
8935;Y;M;99;500000;16;5000000;5;Pedagang
8936;N;M;34;2500000;8;1500000;5;Wirausaha
8937;Y;M;30;1000000;3;4600000;3;Pekerja Lepas
8938;N;F;32;1400000;4;4800000;5;Buruh
8939;Y;M;44;500000;4;4800000;2;Pekerja Lepas
8940;N;F;92;700000;4;1800000;3;Guru/Dosen
8941;N;M;91;1500000;4;1500000;3;Wirausaha
8942;N;M;42;1900000;4;2300000;1;Guru/Dosen
8943;N;M;72;2500000;5;1200000;5;Guru/Dosen
8944;Y;M;100;2500000;10;4600000;1;Pekerja Lepas
8945;Y;M;55;2500000;3;4400000;3;Wirausaha
8946;N;F;31;1900000;5;1500000;3;Pekerja Lepas
8947;Y;F;92;1200000;10;4800000;1;Pekerja Lepas
8948;Y;M;24;1200000;6;4800000;1;Pedagang
8949;N;F;58;1900000;5;2000000;5;Guru/Dosen
8950;N;M;77;1600000;8;2000000;0;Pedagang
8951;Y;F;57;1200000;4;4500000;0;Guru/Dosen
8952;N;F;47;1200000;3;2000000;1;Pedagang
8953;Y;M;85;1200000;6;4800000;0;Pekerja Lepas
8954;Y;M;96;700000;4;5000000;4;Pedagang
8955;Y;M;99;2000000;10;4400000;1;Wirausaha
8956;Y;F;31;1200000;16;3500000;0;Pedagang
8957;Y;F;76;500000;8;4500000;4;Pekerja Lepas
8958;Y;M;84;1600000;10;4600000;4;Wirausaha
8959;Y;M;26;700000;3;4600000;4;Pedagang
8960;N;F;70;2000000;20;1800000;2;Pedagang
8961;N;M;42;1200000;12;1800000;5;Pedagang
8962;N;F;64;1400000;10;1500000;3;Pekerja Lepas
8963;N;M;37;1200000;4;3500000;4;Guru/Dosen
8964;Y;M;26;500000;10;4500000;1;Pedagang
8965;Y;M;21;3000000;4;5000000;1;Pedagang
8966;Y;M;45;1200000;20;4800000;1;Pedagang
8967;Y;F;21;1900000;16;2300000;5;Pedagang
8968;N;M;68;1200000;5;4800000;4;Guru/Dosen
8969;Y;F;65;1200000;8;2300000;3;Pekerja Lepas
8970;Y;M;45;2500000;5;5000000;2;Pekerja Lepas
8971;N;M;22;1200000;10;4800000;2;Buruh
8972;Y;M;90;1200000;6;4000000;3;Pedagang
8973;Y;F;49;500000;20;2300000;5;Pedagang
8974;Y;M;61;500000;10;4000000;5;Wirausaha
8975;Y;F;96;2000000;10;4600000;0;Pekerja Lepas
8976;Y;F;89;2000000;10;4400000;3;Pedagang
8977;N;M;49;1800000;3;2500000;3;Guru/Dosen
8978;Y;F;57;1000000;5;4500000;3;Pedagang
8979;Y;F;23;1800000;5;4500000;3;Pedagang
8980;Y;M;23;1400000;8;3500000;1;Pedagang
8981;N;M;37;700000;5;1200000;2;Wirausaha
8982;N;F;41;1800000;3;1800000;1;Pekerja Lepas
8983;N;F;54;1900000;3;2300000;4;Guru/Dosen
8984;Y;F;44;1400000;20;4400000;1;Wirausaha
8985;N;M;100;700000;4;1200000;4;Buruh
8986;Y;M;63;500000;8;4000000;1;Pedagang
8987;Y;F;37;3000000;5;4500000;5;Pedagang
8988;N;M;100;500000;4;1800000;4;Pedagang
8989;N;F;83;500000;20;2000000;4;Buruh
8990;Y;M;70;1000000;16;4500000;4;Pekerja Lepas
8991;N;M;94;1400000;8;1500000;4;Pekerja Lepas
8992;N;M;100;2500000;10;3000000;4;Guru/Dosen
8993;Y;M;76;2000000;10;2300000;1;Pekerja Lepas
8994;Y;F;60;3000000;3;2300000;2;Pekerja Lepas
8995;N;F;26;3000000;10;1800000;3;Pekerja Lepas
8996;N;M;41;1200000;20;1200000;4;Pedagang
8997;N;M;89;1600000;20;1200000;4;Wirausaha
8998;Y;M;77;1200000;4;4800000;3;Pekerja Lepas
8999;Y;M;73;1000000;5;4400000;1;Wirausaha
9000;N;F;82;2500000;6;4000000;3;Buruh
9001;Y;F;53;1000000;4;5000000;0;Buruh
9002;Y;M;24;3000000;3;3000000;3;Wirausaha
9003;Y;F;81;500000;20;4600000;1;Wirausaha
9004;N;M;46;500000;8;2300000;1;Guru/Dosen
9005;N;M;38;1200000;12;1200000;3;Pedagang
9006;N;M;77;3000000;5;2500000;0;Guru/Dosen
9007;N;F;99;1200000;20;1800000;3;Guru/Dosen
9008;N;M;70;1400000;12;2000000;4;Guru/Dosen
9009;N;M;87;1000000;5;4000000;1;Guru/Dosen
9010;N;M;35;1800000;4;2500000;5;Buruh
9011;N;F;82;1600000;10;4400000;3;Buruh
9012;Y;F;89;2000000;8;3000000;2;Wirausaha
9013;N;M;80;2500000;4;1800000;3;Pekerja Lepas
9014;N;M;37;1500000;4;5000000;5;Guru/Dosen
9015;Y;M;100;1200000;20;4000000;5;Pedagang
9016;Y;M;73;1000000;6;5000000;2;Pedagang
9017;Y;F;26;1900000;5;4500000;0;Pedagang
9018;Y;M;65;1400000;4;4500000;2;Pedagang
9019;Y;M;28;1000000;5;5000000;2;Wirausaha
9020;N;F;53;1800000;20;4500000;4;Buruh
9021;N;M;87;1600000;10;1200000;3;Pekerja Lepas
9022;Y;M;62;1200000;4;2300000;4;Pedagang
9023;Y;M;80;1900000;20;4400000;0;Wirausaha
9024;N;M;31;1200000;20;1500000;4;Wirausaha
9025;N;M;35;1200000;10;4400000;3;Buruh
9026;N;M;65;500000;6;1200000;5;Pekerja Lepas
9027;N;M;89;1600000;12;4600000;3;Buruh
9028;Y;F;31;1800000;3;4000000;4;Pedagang
9029;Y;M;65;1400000;5;4400000;2;Pedagang
9030;Y;M;59;1900000;10;2300000;2;Wirausaha
9031;Y;M;45;1200000;4;4800000;2;Wirausaha
9032;Y;M;65;500000;6;4500000;1;Wirausaha
9033;Y;F;20;1600000;4;5000000;1;Buruh
9034;N;M;70;1200000;3;1200000;2;Wirausaha
9035;N;M;20;1200000;12;1800000;4;Pekerja Lepas
9036;Y;M;64;1900000;10;4500000;1;Pedagang
9037;N;F;49;1200000;10;1800000;0;Pedagang
9038;N;M;37;1400000;10;1200000;5;Pekerja Lepas
9039;Y;M;95;3000000;16;4000000;5;Pedagang
9040;Y;M;36;3000000;8;5000000;0;Pekerja Lepas
9041;N;M;63;500000;4;2000000;0;Buruh
9042;Y;M;67;2500000;16;4000000;3;Pedagang
9043;N;M;36;1200000;4;4600000;2;Guru/Dosen
9044;Y;M;62;1200000;12;3500000;1;Pekerja Lepas
9045;N;M;79;1200000;10;2000000;4;Pedagang
9046;Y;F;67;2000000;4;4400000;5;Pekerja Lepas
9047;N;M;24;500000;5;1800000;0;Buruh
9048;Y;M;23;1200000;5;3500000;0;Buruh
9049;Y;M;51;1400000;12;2300000;3;Pedagang
9050;N;M;47;1500000;4;2000000;1;Wirausaha
9051;N;M;47;1400000;16;2000000;4;Pekerja Lepas
9052;Y;M;95;1200000;10;4500000;2;Wirausaha
9053;Y;F;44;1200000;4;4800000;5;Pedagang
9054;N;M;78;1900000;10;1800000;0;Guru/Dosen
9055;N;F;28;700000;16;1200000;4;Pedagang
9056;N;M;45;2000000;12;5000000;2;Guru/Dosen
9057;Y;M;30;1000000;10;2300000;3;Pekerja Lepas
9058;N;M;81;1500000;12;1200000;5;Pedagang
9059;N;F;30;3000000;10;1500000;4;Wirausaha
9060;Y;M;60;2500000;8;4800000;2;Wirausaha
