;approval;gender;usia;pinjaman;tenor;pemasukan;tanggungan;pekerjaan;donasi
8993;Y;F;95;1000000;5;2300000;0;Wirausaha;3
8994;N;M;86;1400000;12;1500000;0;Guru/Dosen;8
8995;N;F;36;1200000;8;3000000;2;Guru/Dosen;0
8996;N;M;33;1000000;6;2000000;2;Pedagang;4
8997;Y;M;95;1000000;3;4000000;0;Pedagang;3
8998;Y;M;31;1200000;3;3500000;2;Pekerja Lepas;0
8999;N;M;64;500000;4;4400000;1;Guru/Dosen;0
9000;Y;M;43;1500000;8;4800000;0;Pedagang;6
9001;Y;M;77;2500000;10;3500000;1;Pekerja Lepas;4
9002;Y;M;60;2000000;20;2500000;0;Pekerja Lepas;1
9003;N;F;52;1200000;3;2500000;1;Buruh;1
9004;N;M;70;1900000;12;2000000;1;Pekerja Lepas;6
9005;N;M;21;500000;5;4400000;3;Guru/Dosen;3
9006;N;F;100;1600000;5;2000000;3;Guru/Dosen;0
9007;N;F;57;3000000;3;1200000;1;Pedagang;4
9008;N;M;31;700000;4;1500000;0;Guru/Dosen;5
9009;N;F;64;1900000;4;4000000;0;Buruh;0
9010;Y;F;36;1600000;8;4800000;0;Buruh;3
9011;Y;M;49;2000000;10;2300000;2;Pekerja Lepas;4
9012;N;M;79;1500000;16;1500000;1;Pekerja Lepas;6
9013;Y;M;76;700000;12;2500000;5;Pedagang;3
9014;Y;M;46;2500000;4;4400000;0;Buruh;3
9015;N;M;35;3000000;5;2500000;2;Buruh;3
9016;N;M;79;2500000;8;1800000;1;Pedagang;3
9017;Y;M;89;1200000;16;3500000;2;Pedagang;2
9018;N;M;76;1800000;8;4400000;1;Guru/Dosen;6
9019;N;M;53;1000000;3;1500000;1;Pedagang;1
9020;Y;F;93;3000000;4;3500000;1;Pedagang;2
9021;Y;M;81;1200000;12;4400000;1;Wirausaha;1
9022;Y;F;97;1400000;8;3500000;2;Pedagang;5
9023;N;M;94;500000;10;2500000;4;Guru/Dosen;2
9024;N;F;52;1200000;3;4800000;4;Buruh;0
9025;N;M;57;700000;20;4000000;5;Guru/Dosen;0
9026;N;M;40;1200000;4;3500000;3;Guru/Dosen;1
9027;N;M;37;3000000;3;1500000;2;Pedagang;2
9028;N;M;61;2000000;12;1200000;4;Pekerja Lepas;4
9029;Y;M;98;1000000;5;2300000;0;Pedagang;4
9030;N;M;72;3000000;3;2300000;4;Buruh;4
9031;N;F;60;3000000;20;2000000;3;Pedagang;2
9032;Y;F;52;500000;3;3000000;4;Pekerja Lepas;4
9033;N;M;20;700000;16;1200000;5;Pedagang;1
9034;N;M;100;1600000;10;2000000;0;Pedagang;4
9035;N;M;90;1200000;12;1500000;1;Pedagang;1
9036;Y;M;85;2000000;12;2300000;0;Pekerja Lepas;8
9037;Y;F;69;1600000;16;2300000;0;Pedagang;5
9038;Y;M;21;1600000;16;2300000;4;Pekerja Lepas;4
9039;N;F;96;1200000;12;5000000;3;Guru/Dosen;6
9040;Y;M;24;2000000;12;2300000;2;Pedagang;3
9041;Y;M;37;1000000;6;4600000;5;Wirausaha;6
9042;N;F;75;1900000;6;1200000;5;Pedagang;6
9043;Y;M;38;2500000;4;4800000;1;Wirausaha;5
9044;N;M;85;500000;4;5000000;0;Buruh;0
9045;N;M;72;1200000;4;1500000;4;Wirausaha;5
9046;N;M;30;1400000;3;2500000;3;Buruh;1
9047;Y;M;64;700000;12;3500000;5;Pedagang;3
9048;Y;M;91;1800000;16;3000000;1;Pekerja Lepas;4
9049;Y;F;21;3000000;6;4000000;2;Pedagang;0
9050;Y;F;44;500000;16;4000000;4;Pedagang;4
9051;N;M;47;3000000;5;1500000;4;Pedagang;7
9052;Y;F;47;1200000;10;5000000;0;Wirausaha;0
9053;Y;M;54;1000000;10;2300000;4;Pekerja Lepas;5
9054;N;F;60;1800000;10;1800000;0;Pedagang;6
9055;N;M;75;500000;5;4000000;4;Guru/Dosen;6
9056;N;M;99;1900000;20;1800000;1;Pekerja Lepas;6
9057;Y;M;47;500000;5;5000000;5;Wirausaha;1
9058;N;M;80;2000000;4;2500000;1;Guru/Dosen;1
9059;N;M;42;2500000;10;2000000;2;Wirausaha;8
9060;N;F;96;3000000;4;1500000;3;Pekerja Lepas;0
9061;Y;M;41;1000000;8;4500000;2;Pedagang;2
9062;N;M;54;3000000;20;2500000;3;Buruh;0
9063;Y;M;36;1200000;16;4600000;4;Pekerja Lepas;1
9064;N;M;89;700000;10;1500000;5;Pekerja Lepas;7
9065;Y;M;62;1900000;3;4000000;1;Pedagang;3
9066;N;M;54;700000;5;1800000;2;Guru/Dosen;0
9067;Y;F;96;700000;8;5000000;5;Pekerja Lepas;4
9068;Y;F;65;1800000;16;4500000;0;Pedagang;6
9069;N;F;80;1200000;20;2000000;1;Buruh;2
9070;Y;M;87;3000000;12;3500000;4;Pedagang;1
9071;N;F;73;500000;20;4000000;4;Buruh;8
9072;Y;F;56;1400000;6;3000000;0;Buruh;7
9073;N;M;48;1200000;5;1800000;5;Wirausaha;3
9074;Y;M;66;3000000;20;4600000;2;Wirausaha;0
9075;Y;M;20;1800000;8;4800000;3;Buruh;6
9076;Y;M;86;1600000;20;3500000;2;Pedagang;4
9077;Y;M;89;2000000;10;3500000;2;Pedagang;8
9078;Y;F;88;500000;5;4600000;5;Pedagang;1
9079;Y;M;55;1200000;3;5000000;1;Wirausaha;0
9080;N;M;63;1800000;12;2500000;0;Buruh;5
9081;N;M;52;2500000;10;1200000;5;Pekerja Lepas;1
9082;Y;M;41;1200000;4;3500000;2;Pekerja Lepas;2
9083;Y;M;27;500000;10;2300000;2;Pekerja Lepas;6
9084;N;F;47;1200000;10;4400000;5;Guru/Dosen;2
9085;N;M;38;1800000;4;1800000;2;Pekerja Lepas;1
9086;Y;M;52;500000;16;4800000;1;Pedagang;4
9087;N;M;47;1400000;12;1800000;1;Pedagang;4
9088;N;M;40;1800000;10;2000000;3;Buruh;1
9089;N;F;47;1400000;6;2000000;0;Wirausaha;3
9090;Y;M;35;1200000;10;2500000;5;Pedagang;6
9091;N;F;32;1200000;10;1200000;1;Guru/Dosen;0
9092;N;M;65;1600000;4;4600000;1;Buruh;0
9093;N;F;95;1600000;6;2300000;2;Guru/Dosen;0
9094;N;M;88;500000;16;2500000;3;Buruh;2
9095;Y;F;38;1000000;4;5000000;5;Wirausaha;0
9096;Y;F;35;1600000;20;4500000;2;Pedagang;1
9097;N;M;78;1800000;5;1500000;3;Pedagang;5
9098;Y;M;65;1800000;12;4500000;4;Wirausaha;4
9099;N;F;99;1900000;16;1200000;5;Buruh;0
9100;Y;F;20;1200000;4;4500000;2;Wirausaha;6
9101;Y;M;100;1000000;8;4800000;3;Pedagang;6
9102;N;F;63;1500000;10;1800000;5;Pedagang;6
9103;N;M;46;1200000;5;1800000;3;Pekerja Lepas;6
9104;N;F;91;1200000;10;1500000;4;Wirausaha;3
9105;Y;M;48;1800000;3;3500000;5;Pekerja Lepas;5
9106;N;M;91;700000;4;1200000;5;Wirausaha;2
9107;N;F;51;1200000;4;1200000;0;Pedagang;1
9108;Y;F;49;1900000;5;4600000;0;Guru/Dosen;8
9109;Y;F;96;3000000;10;2300000;5;Pekerja Lepas;2
9110;N;M;59;1800000;3;3000000;4;Guru/Dosen;3
9111;Y;F;51;2500000;12;3500000;2;Pedagang;0
9112;N;F;42;500000;4;1500000;2;Pedagang;5
9113;Y;M;46;700000;10;4500000;3;Buruh;7
9114;Y;M;33;1400000;20;3500000;0;Buruh;0
9115;N;M;100;1400000;6;1800000;0;Pedagang;0
9116;Y;M;62;500000;20;4800000;1;Pedagang;0
9117;Y;F;47;1900000;16;5000000;4;Buruh;6
9118;N;F;86;1200000;16;2500000;1;Buruh;5
9119;Y;M;83;1600000;6;3000000;1;Pedagang;2
9120;N;M;57;2000000;8;1800000;2;Pekerja Lepas;0
9121;N;M;42;2000000;8;1500000;2;Wirausaha;0
9122;N;F;51;1600000;10;1200000;3;Pedagang;1
9123;Y;M;79;2000000;16;4000000;5;Pekerja Lepas;4
9124;Y;M;62;1500000;3;4600000;0;Wirausaha;0
9125;Y;M;86;2000000;10;3000000;4;Wirausaha;6
9126;Y;M;69;700000;16;4400000;3;Pekerja Lepas;5
9127;N;M;85;700000;3;1800000;0;Pedagang;4
9128;Y;M;46;1600000;4;4400000;1;Wirausaha;4
9129;N;M;94;2500000;8;1800000;1;Buruh;6
9130;Y;M;50;1800000;3;4600000;0;Guru/Dosen;4
9131;N;F;88;1900000;16;1500000;1;Pekerja Lepas;8
9132;N;M;56;700000;10;1200000;4;Pedagang;0
9133;N;M;82;2500000;10;3000000;0;Guru/Dosen;8
9134;Y;M;53;1500000;20;4000000;5;Pedagang;2
9135;Y;F;23;500000;4;3500000;3;Wirausaha;0
9136;N;F;55;1200000;4;1800000;1;Pedagang;2
9137;Y;F;82;1900000;10;4500000;1;Pedagang;4
9138;Y;M;100;500000;20;5000000;4;Pedagang;2
9139;N;M;41;1500000;8;1200000;2;Pedagang;6
9140;Y;M;100;1200000;6;4000000;3;Wirausaha;1
9141;Y;F;32;1000000;12;4800000;5;Wirausaha;0
9142;N;F;42;1200000;8;1200000;5;Buruh;6
9143;N;M;36;2000000;6;4400000;1;Guru/Dosen;5
9144;N;M;66;1800000;10;1800000;1;Pekerja Lepas;6
9145;N;M;97;1200000;10;1800000;3;Pedagang;5
9146;N;M;97;3000000;5;4400000;3;Buruh;4
9147;N;M;80;1200000;4;3500000;4;Buruh;8
9148;Y;M;41;1900000;10;3500000;3;Pekerja Lepas;3
9149;N;M;66;2000000;6;1800000;5;Pedagang;6
9150;Y;F;49;1900000;5;4800000;2;Wirausaha;2
9151;Y;M;24;1600000;6;4000000;0;Pekerja Lepas;1
9152;Y;M;79;700000;10;2300000;5;Pedagang;5
9153;Y;M;49;700000;3;3000000;4;Pekerja Lepas;1
9154;N;F;54;1400000;4;1800000;1;Pedagang;8
9155;N;M;89;500000;8;2000000;5;Buruh;1
9156;N;F;73;2500000;16;1500000;5;Guru/Dosen;0
9157;N;M;45;2500000;3;4500000;1;Guru/Dosen;2
9158;Y;F;37;700000;5;4500000;5;Pedagang;6
9159;Y;F;57;1400000;5;3500000;4;Pedagang;6
9160;Y;M;76;2500000;10;4600000;3;Pedagang;6
9161;N;M;65;1200000;20;1800000;5;Buruh;3
9162;N;F;88;1200000;8;3500000;1;Buruh;0
9163;N;M;100;1500000;10;4500000;0;Buruh;0
9164;Y;F;98;1800000;10;2500000;4;Wirausaha;2
9165;Y;M;40;2000000;12;4500000;5;Wirausaha;2
9166;Y;M;47;500000;4;4000000;0;Wirausaha;6
9167;Y;M;70;500000;5;4400000;5;Pedagang;6
9168;Y;F;58;1900000;10;5000000;2;Guru/Dosen;2
9169;Y;M;22;3000000;16;3500000;2;Wirausaha;6
9170;Y;M;27;1000000;6;4000000;4;Pedagang;6
9171;Y;F;97;1600000;3;3000000;5;Pedagang;7
9172;N;M;73;1000000;5;4600000;3;Buruh;1
9173;N;M;46;1000000;16;1800000;2;Buruh;1
9174;N;M;36;700000;4;1500000;3;Guru/Dosen;1
9175;Y;M;83;2000000;10;4500000;1;Pedagang;5
9176;Y;M;80;1200000;6;2300000;2;Pekerja Lepas;0
9177;N;M;28;1200000;10;1800000;4;Pedagang;6
9178;N;M;100;1500000;3;4800000;2;Buruh;6
9179;Y;M;56;700000;12;3500000;3;Pedagang;2
9180;Y;M;25;2500000;3;2500000;4;Wirausaha;8
9181;N;F;24;1200000;16;2000000;4;Pekerja Lepas;8
9182;Y;M;22;1200000;3;4600000;4;Pedagang;0
9183;N;M;64;700000;10;2000000;0;Pedagang;2
9184;N;M;84;1400000;10;3000000;0;Guru/Dosen;0
9185;N;M;50;1900000;8;1200000;5;Buruh;1
9186;Y;M;95;2500000;5;4800000;4;Pekerja Lepas;2
9187;N;M;34;1900000;10;1500000;1;Pekerja Lepas;2
9188;N;M;64;1900000;10;1200000;4;Buruh;2
9189;Y;M;92;1800000;8;4800000;0;Pedagang;8
9190;N;M;77;2500000;10;2000000;1;Pekerja Lepas;3
9191;Y;M;76;1800000;8;5000000;2;Wirausaha;1
9192;Y;M;33;2000000;4;4400000;0;Pekerja Lepas;1
9193;Y;M;76;1500000;4;4000000;5;Wirausaha;4
9194;N;M;93;500000;12;1800000;0;Pedagang;0
9195;Y;M;56;1000000;6;3000000;3;Pekerja Lepas;0
9196;N;M;22;1200000;20;1800000;1;Guru/Dosen;0
9197;Y;F;21;500000;6;5000000;4;Pedagang;6
9198;N;F;91;2000000;10;1800000;0;Pedagang;2
9199;Y;F;28;1500000;10;2500000;5;Pekerja Lepas;7
9200;Y;M;86;500000;6;2500000;5;Pekerja Lepas;6
9201;Y;F;35;1900000;6;4800000;0;Wirausaha;1
9202;N;M;40;3000000;5;4500000;2;Guru/Dosen;3
9203;N;M;96;2000000;3;3500000;4;Buruh;5
9204;Y;M;88;1200000;20;4400000;5;Pedagang;0
9205;Y;M;34;1600000;12;4000000;5;Pekerja Lepas;6
9206;N;F;46;1200000;8;1500000;3;Wirausaha;0
9207;Y;M;58;1200000;16;4800000;0;Guru/Dosen;0
9208;N;M;45;500000;12;4000000;4;Buruh;5
9209;N;M;85;1200000;6;1500000;1;Pedagang;7
9210;Y;M;75;1200000;10;4800000;2;Wirausaha;0
9211;N;M;54;2000000;4;3000000;4;Buruh;1
9212;N;F;80;1200000;5;1500000;0;Wirausaha;1
9213;Y;M;77;1400000;20;4000000;4;Wirausaha;2
9214;Y;M;61;1000000;3;4400000;3;Pedagang;1
9215;N;M;41;1200000;20;1800000;3;Pedagang;3
9216;N;M;96;1600000;6;1800000;0;Guru/Dosen;1
9217;N;F;54;1400000;4;2500000;5;Guru/Dosen;1
9218;Y;F;83;1200000;10;3500000;3;Pedagang;4
9219;N;F;75;700000;10;1500000;4;Buruh;3
9220;N;M;95;1900000;16;4500000;2;Guru/Dosen;6
9221;N;M;52;2500000;10;4000000;2;Buruh;2
9222;N;M;97;1600000;10;1500000;5;Pekerja Lepas;5
9223;N;M;83;1500000;16;1200000;0;Pedagang;0
9224;Y;F;47;500000;10;5000000;2;Wirausaha;6
9225;N;M;48;1000000;12;4500000;3;Guru/Dosen;5
9226;N;M;82;1600000;12;1500000;4;Pekerja Lepas;2
9227;Y;M;85;1600000;6;4000000;3;Pekerja Lepas;2
9228;Y;M;55;1500000;8;3500000;1;Wirausaha;5
9229;Y;F;78;500000;10;4500000;4;Pedagang;0
9230;Y;F;81;1900000;12;5000000;2;Pedagang;6
9231;N;M;60;1900000;12;4600000;4;Buruh;5
9232;Y;M;27;3000000;10;4600000;3;Buruh;6
9233;N;M;40;700000;10;1800000;5;Wirausaha;3
9234;Y;M;75;1400000;8;4000000;1;Pedagang;5
9235;N;M;95;1000000;4;4800000;4;Guru/Dosen;7
9236;Y;M;28;1200000;12;4400000;3;Pekerja Lepas;1
9237;N;M;23;1600000;6;1800000;3;Pedagang;2
9238;Y;M;87;1400000;3;2300000;1;Pekerja Lepas;3
9239;N;M;30;1200000;12;1200000;5;Buruh;1
9240;Y;F;42;500000;16;4800000;0;Pedagang;0
9241;N;F;97;700000;16;1800000;4;Pedagang;7
9242;Y;F;49;1500000;10;2500000;2;Pedagang;7
9243;Y;F;76;3000000;4;4600000;3;Pedagang;6
9244;N;M;25;700000;4;1800000;5;Buruh;0
9245;N;M;30;3000000;3;2000000;3;Wirausaha;2
9246;N;F;39;2000000;10;2300000;5;Buruh;4
9247;N;M;74;500000;12;2500000;2;Buruh;4
9248;Y;F;76;500000;4;4600000;1;Wirausaha;3
9249;N;F;45;1800000;10;1500000;0;Pedagang;6
9250;N;F;26;3000000;8;1800000;0;Pedagang;0
9251;N;M;50;1200000;8;2000000;3;Pedagang;5
9252;Y;M;45;2000000;10;4600000;0;Pekerja Lepas;1
9253;N;F;31;1000000;3;1500000;5;Buruh;1
9254;N;F;34;1800000;3;5000000;5;Buruh;0
9255;Y;F;93;1200000;8;4000000;5;Pekerja Lepas;2
9256;Y;M;76;2000000;4;4800000;2;Pekerja Lepas;4
9257;Y;F;66;1600000;4;3000000;0;Pekerja Lepas;7
9258;N;F;30;500000;4;4400000;4;Buruh;3
9259;Y;M;71;1200000;12;4800000;1;Wirausaha;6
9260;Y;M;65;1200000;5;4500000;2;Pedagang;5
9261;N;F;36;700000;3;2300000;1;Buruh;1
9262;Y;M;100;500000;5;2300000;2;Wirausaha;1
9263;Y;M;43;1900000;6;2300000;4;Pekerja Lepas;0
9264;Y;M;98;2000000;3;4600000;2;Pekerja Lepas;5
9265;N;M;73;1400000;6;4500000;3;Buruh;6
9266;N;M;51;1200000;4;4000000;3;Guru/Dosen;1
9267;Y;F;37;500000;10;4500000;2;Pedagang;1
9268;N;M;65;1800000;4;4400000;2;Guru/Dosen;0
9269;Y;F;92;1500000;3;3500000;4;Wirausaha;0
9270;Y;F;56;1000000;20;3000000;4;Pekerja Lepas;3
9271;N;M;87;1600000;16;1200000;0;Pekerja Lepas;5
9272;N;M;96;1200000;6;4500000;0;Guru/Dosen;6
9273;Y;F;69;1200000;16;4800000;4;Pedagang;1
9274;N;M;98;2500000;4;3000000;2;Buruh;4
9275;Y;M;41;1200000;8;4800000;0;Pedagang;2
9276;N;M;66;1900000;12;3500000;5;Guru/Dosen;5
9277;Y;M;91;1800000;6;4500000;1;Pedagang;0
9278;Y;F;66;3000000;5;4000000;0;Pekerja Lepas;0
9279;N;M;64;1200000;20;4600000;5;Buruh;2
9280;N;M;45;1200000;8;4600000;3;Guru/Dosen;2
9281;N;F;50;1200000;4;4500000;5;Guru/Dosen;1
9282;Y;M;53;3000000;16;4400000;2;Pedagang;6
9283;Y;M;70;1500000;12;5000000;3;Pedagang;3
9284;N;M;80;500000;6;4600000;4;Guru/Dosen;8
9285;Y;M;92;1000000;10;4600000;1;Wirausaha;5
9286;N;F;34;1500000;10;1800000;0;Guru/Dosen;6
9287;Y;F;56;1200000;4;2300000;0;Pedagang;1
9288;Y;F;26;1500000;12;4600000;0;Pedagang;2
9289;N;M;99;1900000;5;4500000;3;Guru/Dosen;8
9290;Y;F;59;1200000;20;4500000;1;Guru/Dosen;6
9291;Y;M;71;1800000;10;2300000;3;Pedagang;0
9292;N;M;45;2500000;10;4800000;2;Guru/Dosen;4
9293;Y;F;36;1200000;20;4600000;2;Pedagang;3
9294;Y;M;87;1900000;20;4500000;3;Pekerja Lepas;2
9295;N;M;78;3000000;3;4800000;0;Buruh;4
9296;N;M;43;2000000;10;3000000;1;Guru/Dosen;0
9297;N;M;53;1200000;10;1200000;5;Pekerja Lepas;1
9298;Y;M;87;1900000;12;4600000;0;Pedagang;6
9299;N;M;86;1200000;5;1800000;3;Pedagang;0
9300;N;M;25;500000;16;2000000;1;Pedagang;1
9301;Y;F;37;1200000;4;4800000;1;Pedagang;3
9302;Y;M;36;1200000;20;3500000;0;Pekerja Lepas;6
9303;Y;F;98;2000000;4;4400000;5;Wirausaha;0
9304;Y;M;26;700000;20;4400000;3;Pedagang;4
9305;N;M;24;1500000;8;4000000;3;Guru/Dosen;0
9306;N;M;23;1000000;12;3500000;1;Guru/Dosen;3
9307;Y;M;68;2500000;12;2300000;1;Pedagang;1
9308;Y;F;60;1200000;10;4500000;2;Pedagang;0
9309;N;M;64;1000000;16;4800000;2;Guru/Dosen;5
9310;N;M;65;1900000;16;1500000;1;Pedagang;0
9311;Y;M;22;3000000;4;3000000;5;Buruh;6
9312;Y;F;96;1600000;6;4600000;2;Pedagang;5
9313;Y;F;60;1000000;10;2300000;5;Pekerja Lepas;6
9314;Y;F;45;1600000;5;3000000;0;Pedagang;1
9315;N;F;63;1900000;10;1500000;4;Buruh;0
9316;Y;M;47;1200000;4;4600000;5;Pekerja Lepas;1
9317;N;M;54;1200000;10;1800000;2;Buruh;1
9318;N;F;30;2000000;6;1500000;1;Pedagang;3
9319;N;F;65;1200000;12;1500000;2;Guru/Dosen;4
9320;N;M;93;1600000;20;1500000;0;Guru/Dosen;5
9321;N;M;50;1500000;4;2300000;5;Buruh;1
9322;Y;F;84;1200000;16;4500000;5;Pekerja Lepas;5
9323;Y;M;63;1600000;20;3500000;5;Pedagang;1
9324;N;F;65;500000;3;2000000;3;Pekerja Lepas;6
9325;N;F;84;1900000;12;1800000;5;Pekerja Lepas;0
9326;N;F;95;1400000;4;4500000;2;Buruh;6
9327;N;M;59;700000;8;1200000;4;Pedagang;1
9328;N;M;33;1500000;5;1200000;4;Pedagang;0
9329;Y;M;45;1400000;4;4800000;2;Pedagang;3
9330;N;F;55;1600000;12;1800000;5;Guru/Dosen;6
9331;Y;F;42;1200000;3;2300000;1;Pedagang;1
9332;N;F;21;1500000;16;1800000;4;Pedagang;2
9333;Y;F;32;1600000;10;3500000;0;Pedagang;2
9334;N;M;90;1400000;3;5000000;1;Buruh;5
9335;N;F;31;1200000;4;1500000;0;Wirausaha;0
9336;N;M;90;2000000;5;1800000;5;Pedagang;7
9337;Y;M;52;2000000;4;3000000;2;Pedagang;3
9338;N;F;30;1800000;5;1500000;3;Buruh;1
9339;N;M;85;500000;5;1800000;5;Wirausaha;5
9340;Y;F;20;2500000;4;2300000;3;Buruh;6
9341;Y;M;75;1200000;3;4000000;3;Pedagang;3
9342;Y;M;20;500000;10;4000000;1;Pedagang;0
9343;N;M;84;1400000;16;1200000;1;Guru/Dosen;2
9344;N;M;52;1200000;16;2500000;3;Guru/Dosen;2
9345;Y;F;87;2500000;20;4000000;5;Pedagang;0
9346;N;M;92;1400000;12;1500000;2;Guru/Dosen;3
9347;N;F;83;700000;16;4500000;2;Guru/Dosen;3
9348;Y;M;68;1200000;20;4500000;2;Pekerja Lepas;2
9349;Y;M;50;1000000;4;4600000;0;Pedagang;6
9350;N;M;62;500000;16;2300000;4;Buruh;1
9351;N;F;34;1200000;12;1200000;3;Wirausaha;1
9352;Y;M;40;1800000;8;3500000;4;Guru/Dosen;7
9353;N;M;67;2500000;4;2500000;5;Guru/Dosen;5
9354;N;F;24;1400000;10;1800000;4;Pedagang;1
9355;N;M;53;1900000;4;4500000;5;Buruh;2
9356;Y;M;30;3000000;6;3000000;2;Buruh;6
9357;Y;M;42;1200000;4;2300000;0;Wirausaha;1
9358;Y;F;96;2500000;4;4400000;2;Pedagang;5
9359;Y;M;27;500000;10;4400000;2;Pedagang;1
9360;N;M;99;2000000;5;5000000;2;Buruh;1
9361;Y;M;93;1400000;12;3500000;2;Wirausaha;5
9362;N;M;95;1500000;10;1800000;1;Pekerja Lepas;6
9363;N;F;69;1400000;6;4500000;2;Buruh;1
9364;Y;M;76;1900000;4;2300000;3;Pedagang;0
9365;N;M;36;500000;10;1800000;0;Wirausaha;5
9366;N;F;67;1200000;6;1500000;2;Pedagang;7
9367;Y;M;58;1200000;8;4400000;2;Pekerja Lepas;2
9368;N;M;60;2500000;20;1200000;0;Pekerja Lepas;2
9369;Y;M;86;1800000;10;2500000;3;Pedagang;0
9370;N;M;64;1600000;4;1800000;0;Pedagang;0
9371;N;M;27;1600000;10;1200000;0;Pedagang;4
9372;N;F;85;500000;10;1500000;5;Wirausaha;6
9373;Y;F;82;1200000;5;3000000;1;Pedagang;5
9374;Y;M;38;1200000;6;4500000;3;Wirausaha;0
9375;N;F;60;2500000;6;1500000;5;Guru/Dosen;0
9376;N;F;79;700000;20;5000000;4;Guru/Dosen;8
9377;N;F;38;1200000;10;2300000;3;Buruh;5
9378;N;M;68;1500000;3;3500000;1;Buruh;0
9379;Y;F;25;1200000;16;4400000;2;Pekerja Lepas;1
9380;Y;M;66;500000;10;4000000;5;Pedagang;2
9381;N;F;73;1200000;20;4000000;1;Buruh;7
9382;N;M;83;500000;6;1500000;2;Pekerja Lepas;0
9383;Y;M;97;3000000;12;2500000;0;Pedagang;8
9384;Y;M;25;1900000;12;5000000;2;Pekerja Lepas;2
9385;N;F;76;1200000;4;3000000;1;Buruh;7
9386;N;M;88;1200000;10;5000000;5;Buruh;0
9387;Y;M;27;2000000;10;3500000;2;Pekerja Lepas;2
9388;N;M;62;1200000;6;1200000;2;Wirausaha;1
9389;Y;F;61;500000;8;2500000;3;Buruh;6
9390;N;M;86;3000000;12;2300000;1;Guru/Dosen;6
9391;N;M;29;1200000;10;2000000;0;Pedagang;5
9392;N;M;60;1900000;10;2000000;4;Pedagang;7
9393;Y;F;52;1900000;5;4000000;2;Buruh;8
9394;Y;M;51;1800000;4;4600000;0;Pedagang;0
9395;Y;M;93;1600000;5;4500000;2;Wirausaha;5
9396;Y;M;83;1400000;8;3500000;0;Pekerja Lepas;2
9397;Y;M;93;1000000;5;4000000;0;Pedagang;1
9398;N;F;21;2500000;4;3000000;3;Guru/Dosen;5
9399;Y;F;64;1600000;5;4400000;3;Pekerja Lepas;5
9400;Y;M;59;1900000;8;2500000;3;Wirausaha;1
9401;N;M;70;1600000;4;2500000;1;Guru/Dosen;7
9402;Y;M;53;1200000;12;3000000;1;Pekerja Lepas;1
9403;N;F;100;1400000;12;1800000;3;Pedagang;6
9404;Y;F;63;3000000;10;2500000;3;Pedagang;1
9405;N;M;85;2000000;5;1200000;5;Pedagang;1
9406;Y;M;36;1600000;4;4600000;3;Pedagang;1
9407;Y;M;68;2000000;12;2500000;0;Wirausaha;1
9408;Y;M;93;1600000;10;3500000;2;Pedagang;2
9409;Y;M;54;1400000;5;4600000;1;Buruh;5
9410;Y;M;62;1900000;6;5000000;5;Pedagang;3
9411;N;M;71;1600000;10;3000000;0;Buruh;0
9412;Y;M;48;2000000;10;4800000;5;Pekerja Lepas;0
9413;Y;F;28;2500000;10;4500000;2;Pedagang;5
9414;N;M;83;1500000;10;2000000;1;Buruh;5
9415;Y;F;98;3000000;10;4800000;0;Pedagang;0
9416;Y;M;41;1400000;4;4600000;3;Pedagang;2
9417;N;M;45;2000000;10;1800000;0;Buruh;0
9418;Y;M;70;3000000;4;2300000;3;Pedagang;6
9419;N;M;37;2000000;10;1200000;1;Guru/Dosen;2
9420;Y;M;93;700000;4;5000000;2;Pedagang;8
9421;Y;M;87;1400000;5;4800000;5;Pedagang;8
9422;N;F;55;1500000;8;1800000;3;Pekerja Lepas;1
9423;N;F;43;2000000;10;4500000;2;Buruh;5
9424;Y;F;73;1800000;6;2300000;4;Pekerja Lepas;5
9425;N;F;77;2500000;6;3000000;1;Guru/Dosen;6
9426;N;M;81;1000000;20;1200000;0;Pedagang;8
9427;N;M;91;700000;8;4000000;5;Buruh;8
9428;Y;M;27;2000000;16;3000000;5;Pedagang;5
9429;Y;M;22;1200000;8;4500000;2;Pedagang;6
9430;Y;F;70;1000000;4;3500000;3;Pekerja Lepas;8
9431;Y;M;69;1200000;10;4800000;0;Wirausaha;8
9432;N;M;80;500000;20;2300000;5;Guru/Dosen;3
9433;Y;F;50;3000000;16;4500000;4;Pedagang;6
9434;N;F;61;1200000;5;2500000;4;Guru/Dosen;1
9435;N;M;59;1800000;8;2300000;3;Buruh;4
9436;Y;M;29;1400000;6;4500000;1;Pedagang;1
9437;N;F;95;1800000;12;3000000;2;Buruh;1
9438;Y;F;60;1000000;8;2500000;0;Wirausaha;1
9439;N;F;82;1200000;4;3000000;2;Buruh;3
9440;Y;M;66;1000000;10;4400000;1;Pekerja Lepas;0
9441;Y;M;32;2500000;10;5000000;1;Pedagang;1
9442;Y;M;86;1200000;4;2300000;4;Wirausaha;0
9443;Y;F;30;3000000;10;3000000;3;Pedagang;0
9444;N;F;70;500000;10;1200000;3;Pekerja Lepas;4
9445;Y;M;34;1600000;6;4400000;0;Pedagang;1
9446;Y;M;52;1500000;8;2500000;2;Wirausaha;3
9447;N;M;69;2000000;3;1200000;4;Pekerja Lepas;0
9448;Y;F;30;1200000;16;4800000;3;Wirausaha;7
9449;N;M;82;3000000;4;2500000;3;Buruh;6
9450;Y;M;27;1200000;4;4500000;1;Wirausaha;0
